Store,Date,CategoryID,ProductID,Q1,Q2,Q3,Q4
8,6/6/2019 0:00:00,10,810XXRP,28716.87,19845.83,22886.99,18627.73
8,1/28/2019 0:00:00,11,811XXRP,19366.65,18344.99,17227.66,17427.95
8,2/24/2019 0:00:00,12,812XXRP,5158.64,6107.77,5715.56,6567.98
8,3/7/2019 0:00:00,13,813XXRP,28075.31,24796.02,26096.85,26008.25
8,1/24/2019 0:00:00,14,814XXRP,11410.69,13723.93,11899.38,12201.68
8,1/12/2019 0:00:00,16,816XXRP,2955.93,4953.25,5911.55,5946.21
8,10/9/2019 0:00:00,17,817XXRP,9477.43,8944.63,9069.14,8974.79
8,7/13/2019 0:00:00,18,818XXRP,5982,16974.5,7063.46,764.64
8,5/29/2019 0:00:00,19,819XXRP,1802.07,1777.15,1920.54,1479.62
8,12/2/2019 0:00:00,20,820XXRP,3816.23,4640.45,3658.5,4711.84
8,11/28/2019 0:00:00,21,821XXRP,7032.86,6992.02,6480.93,5928.86
8,11/22/2019 0:00:00,22,822XXRP,8981.78,7999.79,9490.4,8240.26
8,1/11/2019 0:00:00,23,823XXRP,15034.2,15449.36,14093.56,12586.47
8,3/6/2019 0:00:00,24,824XXRP,5820.6,4713.05,4042.02,4029.32
8,9/6/2019 0:00:00,25,825XXRP,7260,7064.75,7046,6385.5
8,9/4/2019 0:00:00,26,826XXRP,8507.05,7811.36,9530.26,7071.5
8,2/14/2019 0:00:00,27,827XXRP,1605,1408.5,1408.5,1367
8,7/8/2019 0:00:00,28,828XXRP,619.36,420.38,470.02,493.37
8,1/15/2019 0:00:00,29,829XXRP,4206.56,4875.24,4527.89,2668.69
8,6/18/2019 0:00:00,30,830XXRP,3280.5,2792.5,3266.26,3372.44
8,1/18/2019 0:00:00,31,831XXRP,2136.18,1625,1353,1205
8,2/25/2019 0:00:00,32,832XXRP,8699.85,9994.99,14227.62,4635.81
8,1/1/2019 0:00:00,33,833XXRP,6589.92,7113.04,5798.14,4488.85
8,9/9/2019 0:00:00,34,834XXRP,12029.75,10613.33,11209.83,10263
8,12/26/2019 0:00:00,35,835XXRP,2066,1794,2460,1654
8,2/2/2019 0:00:00,36,836XXRP,185.5,498.5,278.5,252.5
8,1/3/2019 0:00:00,37,837XXRP,3860.38,2335.17,3325.98,2380.51
8,12/1/2019 0:00:00,38,838XXRP,58048.83,44418.55,51576.41,57234.68
8,2/12/2019 0:00:00,40,840XXRP,44475.69,42711.8,42866.88,41776.75
8,3/16/2019 0:00:00,41,841XXRP,431,648,342,367
8,8/11/2019 0:00:00,42,842XXRP,5237.93,5625.03,5434.73,5419.86
8,11/6/2019 0:00:00,44,844XXRP,3899.6,3810.15,4087.83,3340.22
8,9/21/2019 0:00:00,45,845XXRP,0,2.5,,
8,8/10/2019 0:00:00,46,846XXRP,18015.38,16088.96,17908.69,16710.79
8,1/28/2019 0:00:00,47,847XXRP,0,100,,
8,5/28/2019 0:00:00,49,849XXRP,4222.67,4360.23,5422.56,3839.54
8,6/21/2019 0:00:00,43,893XXRP,23348.83,25199.83,22524.06,19948.71
8,8/14/2019 0:00:00,48,898XXRP,6343.12,9944.22,6108.72,4988.5
9,1/21/2019 0:00:00,1,91XXRP,12861.4,20273.94,14819.97,10530.98
9,1/17/2019 0:00:00,2,92XXRP,24917.84,22488.29,22173.92,22311.77
9,12/9/2019 0:00:00,3,93XXRP,6733.37,6237.84,5402.42,5454.56
9,10/8/2019 0:00:00,4,94XXRP,17483.9,15667,15069.46,15537.55
9,10/5/2019 0:00:00,5,95XXRP,20476.63,23090.98,17249.74,17459.78
9,1/2/2019 0:00:00,6,96XXRP,2314.75,4794.88,2778.76,3469
9,2/21/2019 0:00:00,7,97XXRP,11270.52,10170.54,9823.2,10511.05
9,6/13/2019 0:00:00,8,98XXRP,21573.69,21964.72,20764.4,20415.71
9,6/14/2019 0:00:00,9,99XXRP,7245.32,6556.94,7301.19,7814.18
9,4/5/2019 0:00:00,10,910XXRP,11502.28,11958.7,13102.37,9743.75
9,5/19/2019 0:00:00,11,911XXRP,12275.17,11119.37,11933.57,11003.23
9,2/16/2019 0:00:00,12,912XXRP,5874.81,5321.75,6869.65,6024.29
9,1/28/2019 0:00:00,13,913XXRP,24409.97,19961.51,22198.64,20698.82
9,11/12/2019 0:00:00,14,914XXRP,7177.15,8004.04,7188.32,6757.56
9,4/16/2019 0:00:00,16,916XXRP,3859.87,3340.89,6438.41,7240.76
9,8/25/2019 0:00:00,17,917XXRP,4923.52,5138.22,5021.03,6128.43
9,3/4/2019 0:00:00,18,918XXRP,3972.24,13587.5,10133.53,1063.14
9,10/3/2019 0:00:00,19,919XXRP,1441.38,1257.51,1490.4,1060.31
9,5/7/2019 0:00:00,20,920XXRP,2132.74,2349,2669.99,3425.55
9,9/18/2019 0:00:00,21,921XXRP,4335.93,4137.44,4124.84,3993.55
9,11/28/2019 0:00:00,22,922XXRP,5086.27,6161.22,4282,5633.56
9,3/29/2019 0:00:00,23,923XXRP,9979.56,10291.67,8275.33,8378.17
9,5/27/2019 0:00:00,24,924XXRP,2531.06,2291.28,1620.96,1958.04
9,7/16/2019 0:00:00,25,925XXRP,6014.75,6053.75,4775,4381.25
9,4/15/2019 0:00:00,26,926XXRP,6076.44,3845.62,4571.54,4319.64
9,3/9/2019 0:00:00,27,927XXRP,1181.5,878.5,986.5,831
9,1/17/2019 0:00:00,28,928XXRP,356.9,275.73,287.89,313.74
9,8/16/2019 0:00:00,29,929XXRP,2604.7,2072.26,2275.32,1971.75
9,1/22/2019 0:00:00,30,930XXRP,2281,1642.5,1521.5,1938
9,4/18/2019 0:00:00,31,931XXRP,1095.82,1312.96,1218,876.92
9,10/7/2019 0:00:00,32,932XXRP,6251.72,10423.68,6985.07,5299.68
9,9/19/2019 0:00:00,33,933XXRP,2235.49,2402.97,1793.79,1875.26
9,11/28/2019 0:00:00,34,934XXRP,8620.13,7425.64,8727.31,6542.98
9,2/1/2019 0:00:00,35,935XXRP,1134,1067,1067,1017
9,10/27/2019 0:00:00,36,936XXRP,158,151,216,188
9,5/14/2019 0:00:00,38,938XXRP,83916.56,76652.26,73690.21,68142.15
9,10/1/2019 0:00:00,40,940XXRP,32427.39,29859.92,30994.36,29654.04
9,9/19/2019 0:00:00,41,941XXRP,714,1317,796,661
9,10/16/2019 0:00:00,42,942XXRP,2504.68,2698.79,3023.67,2405.57
9,11/6/2019 0:00:00,44,944XXRP,2705.26,3075.42,2755.73,1967.01
9,11/11/2019 0:00:00,45,945XXRP,0,7.5,7.5,5.5
9,6/19/2019 0:00:00,46,946XXRP,7417.41,7022.17,8169.53,6279.08
9,7/12/2019 0:00:00,47,947XXRP,0,,335.74,
9,12/23/2019 0:00:00,48,948XXRP,0,,,
9,8/21/2019 0:00:00,49,949XXRP,-15,,,
9,6/30/2019 0:00:00,37,987XXRP,11680.93,10004.55,9720.24,7896.14
9,1/18/2019 0:00:00,43,993XXRP,0,,,
10,12/2/2019 0:00:00,1,101XXRP,40212.84,67699.32,49748.33,33601.22
10,5/24/2019 0:00:00,2,102XXRP,123952.48,119209.48,121430.8,120292.15
10,6/2/2019 0:00:00,3,103XXRP,30175.46,28704.83,26505.03,28366.97
10,7/15/2019 0:00:00,4,104XXRP,51885.86,49359.18,50350.28,51206.84
10,3/6/2019 0:00:00,5,105XXRP,75297.91,74064.19,59974.12,56750.43
10,9/1/2019 0:00:00,6,106XXRP,14833.87,12089.46,15596.01,14217.19
10,6/12/2019 0:00:00,7,107XXRP,52212.32,50907.48,52955.8,49807.58
10,3/6/2019 0:00:00,8,108XXRP,98763.1,95944.77,92709.52,93758.01
10,12/3/2019 0:00:00,9,109XXRP,58124.72,61156.92,55930.64,53330.55
10,10/13/2019 0:00:00,10,1010XXRP,48027.87,50595.72,51199.72,50028.83
10,12/30/2019 0:00:00,11,1011XXRP,36705.57,31052.34,33224.65,29268.91
10,2/6/2019 0:00:00,12,1012XXRP,10365.86,9375.25,11032.9,11058.9
10,2/3/2019 0:00:00,13,1013XXRP,74020.63,69145.42,68060.96,71517.99
10,4/14/2019 0:00:00,14,1014XXRP,55033.94,51167.46,49011.24,49829.71
10,4/17/2019 0:00:00,16,1016XXRP,25694.43,24555.89,33321.92,27773.67
10,12/15/2019 0:00:00,17,1017XXRP,36872.18,34782.91,34512.54,31175.51
10,1/24/2019 0:00:00,18,1018XXRP,8912.27,28176.35,16244.14,916.25
10,2/5/2019 0:00:00,19,1019XXRP,4046.34,3602.73,3617.85,4207.51
10,10/21/2019 0:00:00,20,1020XXRP,19068.21,19055.38,18093.57,17553.21
10,1/27/2019 0:00:00,21,1021XXRP,12250.22,11164.4,11638.23,11519.01
10,4/16/2019 0:00:00,22,1022XXRP,35551.72,36259.23,32871.46,31567.7
10,10/20/2019 0:00:00,23,1023XXRP,66322.9,63123.1,67510.76,65713.39
10,6/8/2019 0:00:00,24,1024XXRP,16620.73,16206.85,15928.15,15831.71
10,3/24/2019 0:00:00,25,1025XXRP,20779.5,21784.5,21625.2,22930.25
10,11/21/2019 0:00:00,26,1026XXRP,22603.69,22208.4,22654.98,20059.04
10,6/23/2019 0:00:00,27,1027XXRP,6135.5,6518,5559.5,5176.94
10,12/24/2019 0:00:00,28,1028XXRP,1778.7,1752.05,1748.41,1826.56
10,3/22/2019 0:00:00,29,1029XXRP,18239.02,18845.99,21234.34,15933.49
10,3/9/2019 0:00:00,30,1030XXRP,14727.96,14404.71,15675.47,15177.5
10,1/7/2019 0:00:00,31,1031XXRP,6508.88,6214.7,6958.94,7444.94
10,8/29/2019 0:00:00,32,1032XXRP,26116.73,34342.88,41124.66,26146.67
10,6/20/2019 0:00:00,33,1033XXRP,18190.33,15749.33,15847.15,15121.49
10,1/9/2019 0:00:00,34,1034XXRP,50585.42,47864.29,55037.66,51278.37
10,8/14/2019 0:00:00,35,1035XXRP,7586,6869,7850,6436.6
10,7/30/2019 0:00:00,36,1036XXRP,1819,2104,2866,2004
10,8/12/2019 0:00:00,37,1037XXRP,4697.28,5320.45,4663.42,4320.63
10,1/22/2019 0:00:00,38,1038XXRP,96408.49,107043.76,92035.9,87217.6
10,5/4/2019 0:00:00,40,1040XXRP,119463.15,111422.87,111314.39,112665.97
10,6/19/2019 0:00:00,41,1041XXRP,4511.33,4009.78,3329.42,3444.13
10,3/8/2019 0:00:00,42,1042XXRP,11380.98,11489.67,12553.63,11361.94
10,5/7/2019 0:00:00,44,1044XXRP,11009.21,10982.24,10030.36,9481.72
10,6/7/2019 0:00:00,45,1045XXRP,59.7,101.96,60.17,62.73
10,7/2/2019 0:00:00,46,1046XXRP,55328.2,51892.39,54487.55,52614.65
10,10/28/2019 0:00:00,47,1047XXRP,0,,0,598
10,3/14/2019 0:00:00,48,1048XXRP,2941,2093,2469,2622
10,12/21/2019 0:00:00,49,1049XXRP,23493.11,23787.17,22622.02,21852.62
10,10/1/2019 0:00:00,50,1050XXRP,2350,3704,4620,3855
10,6/6/2019 0:00:00,43,1093XXRP,1337.33,1482.82,1322.86,1387.3
11,10/22/2019 0:00:00,1,111XXRP,19611.13,39996.04,25294.18,14342.11
11,12/26/2019 0:00:00,2,112XXRP,60722.98,58404.52,59400.39,54744.14
11,7/4/2019 0:00:00,3,113XXRP,17951.49,14932.86,13961.2,14853.52
11,12/13/2019 0:00:00,4,114XXRP,31175.1,28946.65,28670.02,26958.79
11,12/22/2019 0:00:00,5,115XXRP,44961.8,48814.84,44951.78,34386.19
11,12/28/2019 0:00:00,6,116XXRP,7220.76,9447.1,9910.78,8728.8
11,1/5/2019 0:00:00,7,117XXRP,27062.95,28454.24,27514.86,29531.5
11,2/12/2019 0:00:00,8,118XXRP,39125.8,35077.05,34649.15,34842.56
11,4/1/2019 0:00:00,9,119XXRP,17622.49,19958.9,17256.63,18549.07
11,3/17/2019 0:00:00,10,1110XXRP,24723.87,25714.71,25014.59,24657.32
11,11/27/2019 0:00:00,11,1111XXRP,15613.13,14312.74,14853.6,15646.97
11,9/3/2019 0:00:00,12,1112XXRP,3667.4,3951,4557.91,4903.4
11,10/27/2019 0:00:00,13,1113XXRP,47984.81,42317.84,42856.85,41589.51
11,5/8/2019 0:00:00,14,1114XXRP,30790.93,31009.98,27909.67,26946.96
11,5/8/2019 0:00:00,16,1116XXRP,5893.96,6932.63,9788.73,12764.1
11,12/15/2019 0:00:00,17,1117XXRP,17783.1,18527.28,18990.72,15831.65
11,11/15/2019 0:00:00,18,1118XXRP,4325.75,23935.5,20861.17,1781.8
11,1/1/2019 0:00:00,19,1119XXRP,0,,5,40
11,1/4/2019 0:00:00,20,1120XXRP,11652.05,10794.82,11057.64,10634.27
11,11/4/2019 0:00:00,21,1121XXRP,9140.85,9154.05,8451.21,7702.39
11,6/3/2019 0:00:00,22,1122XXRP,21763.61,21909.1,15816.68,16095.05
11,1/28/2019 0:00:00,23,1123XXRP,39186.02,39130.23,38867.33,33622.54
11,11/12/2019 0:00:00,24,1124XXRP,11616.97,9782.41,10234.84,7363.89
11,2/14/2019 0:00:00,25,1125XXRP,11783.56,10347.61,10405.4,10263.3
11,4/14/2019 0:00:00,26,1126XXRP,16946.83,14598.5,15429.36,14503.48
11,9/15/2019 0:00:00,27,1127XXRP,3481,2764.26,2700.5,2017
11,6/17/2019 0:00:00,28,1128XXRP,1332.24,1434.66,1212.19,995
11,5/5/2019 0:00:00,29,1129XXRP,13470.53,14173.01,14593.85,9975.12
11,8/13/2019 0:00:00,30,1130XXRP,9081.9,9116.24,8759.88,8007.82
11,4/16/2019 0:00:00,31,1131XXRP,4408.38,3520.5,2748.5,2605.1
11,4/14/2019 0:00:00,32,1132XXRP,15419.48,19679.12,22738.87,12680.87
11,1/20/2019 0:00:00,33,1133XXRP,12152.95,9877.63,9155.83,8037.31
11,3/11/2019 0:00:00,34,1134XXRP,27540.52,29052.79,28937.78,24144.46
11,1/27/2019 0:00:00,35,1135XXRP,4212,3266.96,3242.5,2928.46
11,11/30/2019 0:00:00,36,1136XXRP,1586,1808.5,1975.5,2018.5
11,3/14/2019 0:00:00,37,1137XXRP,4335.85,4629.5,4742.74,4399.52
11,10/18/2019 0:00:00,38,1138XXRP,80470.89,84722.8,78865.1,89103.93
11,10/6/2019 0:00:00,40,1140XXRP,58839.57,57802.61,60409.74,57490.98
11,11/30/2019 0:00:00,41,1141XXRP,1261.02,1216.4,1186.52,995
11,12/19/2019 0:00:00,42,1142XXRP,5956.77,6275.15,6770.84,6009.91
11,3/27/2019 0:00:00,44,1144XXRP,5421.98,5168.53,4602.9,3844.54
11,3/17/2019 0:00:00,45,1145XXRP,0,,3.5,2.5
11,10/30/2019 0:00:00,46,1146XXRP,28056.72,28246.4,30611.64,26162.8
11,3/22/2019 0:00:00,47,1147XXRP,0,74,,
11,10/15/2019 0:00:00,48,1148XXRP,0,,,
11,2/13/2019 0:00:00,49,1149XXRP,11338.78,11021.4,11987.24,10499.97
11,3/20/2019 0:00:00,50,1150XXRP,0,,,
11,12/8/2019 0:00:00,43,1193XXRP,31781.73,32405.28,28800.25,25648.84
12,7/11/2019 0:00:00,1,121XXRP,17426.75,37734.82,22135.29,14942.21
12,2/4/2019 0:00:00,2,122XXRP,74025.68,74171.01,73047.68,76903.16
12,4/4/2019 0:00:00,3,123XXRP,16960.68,16055.53,13397.8,16836.91
12,8/2/2019 0:00:00,4,124XXRP,27630.54,25596.35,25676.71,26155.56
12,7/11/2019 0:00:00,5,125XXRP,40553.44,38439.06,33352.32,28498.57
12,12/20/2019 0:00:00,6,126XXRP,5926.11,8464.36,7843.8,9616.7
12,8/13/2019 0:00:00,7,127XXRP,24316.52,27433.02,29670.78,26121.45
12,9/17/2019 0:00:00,8,128XXRP,45875.87,44101.66,43092.57,43064.61
12,10/28/2019 0:00:00,9,129XXRP,16166.93,16418.42,22725.01,18497.51
12,9/15/2019 0:00:00,10,1210XXRP,16810.35,16402.66,18034.33,19735.26
12,11/12/2019 0:00:00,11,1211XXRP,16878.34,16909.89,16532.1,15734.75
12,3/1/2019 0:00:00,12,1212XXRP,5711.57,5427.79,5451.57,6262.36
12,1/8/2019 0:00:00,13,1213XXRP,55628.11,49497.42,48054.73,49672.83
12,7/2/2019 0:00:00,14,1214XXRP,24359.71,22128.18,21794.65,22470.48
12,5/21/2019 0:00:00,16,1216XXRP,4565.72,3859.33,6935.88,5894.83
12,7/21/2019 0:00:00,17,1217XXRP,14502.57,16248.46,13698.21,14383.69
12,6/23/2019 0:00:00,18,1218XXRP,4158,17730.75,8372.5,47.01
12,10/26/2019 0:00:00,19,1219XXRP,2710.32,3159.33,2683.18,2749.99
12,8/31/2019 0:00:00,20,1220XXRP,9198.23,8754.04,8811.13,8515.42
12,7/29/2019 0:00:00,21,1221XXRP,4570.97,4446.1,4639.51,4896.34
12,5/24/2019 0:00:00,22,1222XXRP,15117.79,14083.8,14909.44,13558.87
12,5/20/2019 0:00:00,23,1223XXRP,37290.16,41372.21,39441.21,36170.46
12,8/19/2019 0:00:00,24,1224XXRP,12389.13,13290.67,10782.53,11333.46
12,10/11/2019 0:00:00,25,1225XXRP,19138.25,20394.49,21524.75,20800.2
12,7/20/2019 0:00:00,26,1226XXRP,15720.28,14474.3,14323.7,14688.14
12,12/22/2019 0:00:00,27,1227XXRP,3514,3048.46,2992.96,2666.34
12,2/23/2019 0:00:00,28,1228XXRP,938.65,1215.34,1030.55,1200.28
12,2/28/2019 0:00:00,29,1229XXRP,8270.49,9197.58,9411.35,6657.81
12,12/23/2019 0:00:00,30,1230XXRP,8752.06,7332.88,7703.61,7061.11
12,12/20/2019 0:00:00,31,1231XXRP,3650.13,5068.98,3837.8,3610.22
12,10/15/2019 0:00:00,32,1232XXRP,14254.5,16334.75,25553.86,9855.12
12,10/27/2019 0:00:00,33,1233XXRP,11249.98,12534.15,9601.44,9401.22
12,9/27/2019 0:00:00,34,1234XXRP,30976.05,29493.49,29161.44,25946.87
12,4/10/2019 0:00:00,35,1235XXRP,2973,2693,2930,2694
12,10/1/2019 0:00:00,36,1236XXRP,2,1015,1303,1033
12,6/6/2019 0:00:00,38,1238XXRP,47649.88,52075.88,45110.67,47090.2
12,10/14/2019 0:00:00,40,1240XXRP,54052.68,50324.35,51774.1,54002.66
12,2/23/2019 0:00:00,41,1241XXRP,580,487,345.83,277.94
12,2/21/2019 0:00:00,42,1242XXRP,5795.28,4824.5,4884.67,4731.89
12,12/21/2019 0:00:00,44,1244XXRP,6442.15,6758.6,5630.72,5532.68
12,1/7/2019 0:00:00,45,1245XXRP,11.96,35.8,18.97,47.41
12,12/3/2019 0:00:00,46,1246XXRP,29228.51,27421.57,30147.96,29961.08
12,11/23/2019 0:00:00,47,1247XXRP,0,,5,623
12,8/22/2019 0:00:00,49,1249XXRP,4.94,,,
12,11/12/2019 0:00:00,37,1287XXRP,13947.68,12497.2,10103.34,11865.7
12,5/16/2019 0:00:00,43,1293XXRP,465.21,364.03,320.01,348.71
12,4/2/2019 0:00:00,48,1298XXRP,1193.17,1390.66,917.58,805.41
13,2/1/2019 0:00:00,1,131XXRP,46761.9,78415.94,44042.19,31574.04
13,2/12/2019 0:00:00,2,132XXRP,75275.87,71615.26,73914.37,74581.56
13,9/8/2019 0:00:00,3,133XXRP,21946.62,20253.53,18035.33,19959.1
13,1/28/2019 0:00:00,4,134XXRP,42482.68,39171.36,38877.77,37759.08
13,8/8/2019 0:00:00,5,135XXRP,53089.8,61254.59,53963.19,49299.78
13,4/4/2019 0:00:00,6,136XXRP,7008.52,8577.49,9955.91,7931.88
13,9/2/2019 0:00:00,7,137XXRP,35711.89,42860.17,42031.02,37361.68
13,5/3/2019 0:00:00,8,138XXRP,40372.38,37958.97,36753.34,36803.99
13,12/22/2019 0:00:00,9,139XXRP,26597.1,24131.97,31939.87,24678.08
13,4/4/2019 0:00:00,10,1310XXRP,22422.77,24505.74,25112.67,23903.44
13,9/22/2019 0:00:00,11,1311XXRP,21854.91,21057.64,23257.05,21662.45
13,8/14/2019 0:00:00,12,1312XXRP,6825.17,6290.72,6508.7,8424.92
13,10/27/2019 0:00:00,13,1313XXRP,51049.68,43973.45,50441.5,47826.51
13,8/28/2019 0:00:00,14,1314XXRP,26778,26393.88,26914.26,27802.52
13,9/13/2019 0:00:00,16,1316XXRP,3333.44,4341,4881.69,6391.83
13,12/16/2019 0:00:00,17,1317XXRP,22419.66,21524.01,23997.8,22936.01
13,3/31/2019 0:00:00,18,1318XXRP,7199.22,27335.01,23333.53,1929.96
13,10/8/2019 0:00:00,19,1319XXRP,3893.71,3897.36,3727,3836.73
13,6/6/2019 0:00:00,20,1320XXRP,12450.8,9900.59,11403.91,10647.68
13,3/7/2019 0:00:00,21,1321XXRP,8295.62,9053.68,8879.13,9241.77
13,8/2/2019 0:00:00,22,1322XXRP,20608.32,18995.9,20106.28,19229.92
13,12/25/2019 0:00:00,23,1323XXRP,25027.07,28268.78,26664.29,24541.31
13,2/9/2019 0:00:00,24,1324XXRP,9035.84,10054.76,10060.09,10586.07
13,8/3/2019 0:00:00,25,1325XXRP,9751.48,12778,11286.5,12222.25
13,10/10/2019 0:00:00,26,1326XXRP,13248.53,14875.82,13687.43,14643.93
13,7/6/2019 0:00:00,27,1327XXRP,3309,3445.38,2979.5,2837.13
13,3/20/2019 0:00:00,28,1328XXRP,1871.32,2294.9,1924.85,2021.98
13,2/7/2019 0:00:00,29,1329XXRP,6225.26,7901.28,7016.84,5826.73
13,8/28/2019 0:00:00,30,1330XXRP,4762.5,5083.71,4530.88,4252.5
13,5/25/2019 0:00:00,31,1331XXRP,2640.46,2320.96,2494.42,2298.3
13,10/25/2019 0:00:00,32,1332XXRP,9837.84,12602.45,15088.15,7524.39
13,11/21/2019 0:00:00,33,1333XXRP,9995.88,12245.21,10892.19,9967.3
13,2/16/2019 0:00:00,34,1334XXRP,18465.89,21341.92,18051.5,19929.5
13,3/11/2019 0:00:00,35,1335XXRP,3521,3152,2763,2292.04
13,6/22/2019 0:00:00,36,1336XXRP,1247.5,820.5,1390.5,2057
13,2/17/2019 0:00:00,37,1337XXRP,4268.61,4135.87,4161.81,3682.66
13,8/2/2019 0:00:00,38,1338XXRP,76828.94,86170.12,77093.57,80234.91
13,7/25/2019 0:00:00,40,1340XXRP,85645.25,81957.04,80552.01,84627.53
13,12/15/2019 0:00:00,41,1341XXRP,732.9,979.66,712.83,545
13,10/17/2019 0:00:00,42,1342XXRP,7636.46,7712.97,6934.68,6934.04
13,7/29/2019 0:00:00,43,1343XXRP,0,,,
13,1/15/2019 0:00:00,44,1344XXRP,11263.12,12698.09,9559.57,10210.46
13,1/13/2019 0:00:00,45,1345XXRP,35.32,23.38,25.41,21.91
13,3/10/2019 0:00:00,46,1346XXRP,37571.1,38605.22,36625.72,39224.61
13,11/17/2019 0:00:00,47,1347XXRP,70,124.97,208,
13,2/16/2019 0:00:00,48,1348XXRP,925,1249,1936,2135
13,7/26/2019 0:00:00,49,1349XXRP,9688.61,13873.1,15115.04,12613.29
13,9/11/2019 0:00:00,50,1350XXRP,2945,3432,2989,2777
14,7/18/2019 0:00:00,1,141XXRP,32842.31,39972.64,35163.18,21433.52
14,6/8/2019 0:00:00,2,142XXRP,87917.02,55899.41,83031.73,78941.75
14,11/23/2019 0:00:00,3,143XXRP,18487.9,10969.47,15829.84,16137.38
14,2/23/2019 0:00:00,4,144XXRP,66912.92,37079.75,53388.87,51880.31
14,7/10/2019 0:00:00,5,145XXRP,48040.92,41204.07,47869.08,33001.67
14,9/16/2019 0:00:00,6,146XXRP,8992.23,6629.72,11468.55,6750.99
14,4/25/2019 0:00:00,7,147XXRP,34413.92,28485.69,39254.24,30429.39
14,5/20/2019 0:00:00,8,148XXRP,70627.96,42407.92,57163.76,54874.9
14,8/21/2019 0:00:00,9,149XXRP,12532.12,10420.32,13862.97,15264.96
14,5/23/2019 0:00:00,10,1410XXRP,22663.72,18833.32,19859.69,19231.38
14,1/29/2019 0:00:00,11,1411XXRP,26324.34,15751.63,20306.43,18372.19
14,11/6/2019 0:00:00,12,1412XXRP,5567.75,3581.28,5019.93,6101.76
14,8/1/2019 0:00:00,13,1413XXRP,74119.96,42314.45,62113.01,62067.92
14,12/8/2019 0:00:00,14,1414XXRP,30831.81,20971.67,29746.4,27889.49
14,10/22/2019 0:00:00,16,1416XXRP,10433.45,16731.47,11945.07,8286.66
14,6/24/2019 0:00:00,17,1417XXRP,30625.69,21837.53,31522.55,31937.24
14,7/24/2019 0:00:00,18,1418XXRP,7722.89,14760.45,17907.63,766.59
14,1/27/2019 0:00:00,19,1419XXRP,74.91,58.91,57,59
14,11/8/2019 0:00:00,20,1420XXRP,13731.35,10290.31,13697.84,13718.35
14,10/5/2019 0:00:00,21,1421XXRP,10816.16,7906.92,10702.59,9431.46
14,11/16/2019 0:00:00,22,1422XXRP,22073.35,18562.07,26174.13,21136.13
14,4/5/2019 0:00:00,23,1423XXRP,29962.15,25082.47,32429.13,28939.74
14,4/17/2019 0:00:00,24,1424XXRP,6816.34,5218.47,7730.75,6881.62
14,7/11/2019 0:00:00,25,1425XXRP,19648.5,16709,14324.75,11435.5
14,8/8/2019 0:00:00,26,1426XXRP,12480.71,8739.85,12617.35,11462.56
14,9/4/2019 0:00:00,27,1427XXRP,3431,2671,3847.5,3236
14,9/8/2019 0:00:00,28,1428XXRP,1426.9,643.5,1624.86,1263.71
14,1/23/2019 0:00:00,29,1429XXRP,10006.94,8509.5,11378.91,9606.56
14,12/12/2019 0:00:00,30,1430XXRP,7843.5,5781,9229.38,8364.5
14,8/8/2019 0:00:00,31,1431XXRP,3798.4,2013,2981.5,3057.38
14,10/20/2019 0:00:00,32,1432XXRP,11560.21,16309.49,27318.63,8490.14
14,1/9/2019 0:00:00,33,1433XXRP,7836.99,6499.49,8093.41,7642.19
14,6/27/2019 0:00:00,34,1434XXRP,21866.5,15630.72,25584.7,22260.61
14,5/26/2019 0:00:00,35,1435XXRP,2974,1388,3505,2755
14,8/21/2019 0:00:00,36,1436XXRP,921,618,379,341
14,1/11/2019 0:00:00,38,1438XXRP,129530.62,92253.07,116192.24,113613.11
14,11/8/2019 0:00:00,40,1440XXRP,86595.33,54033.88,81846.97,73845.87
14,2/3/2019 0:00:00,41,1441XXRP,1179.9,880.4,1852.69,1109.83
14,1/13/2019 0:00:00,42,1442XXRP,6534.78,3911.39,6424.33,6737.93
14,12/30/2019 0:00:00,43,1443XXRP,0,0.25,,
14,10/5/2019 0:00:00,44,1444XXRP,5990.74,4412.29,6537.65,6089.7
14,4/25/2019 0:00:00,45,1445XXRP,4.5,10,7,9.5
14,2/14/2019 0:00:00,46,1446XXRP,31983.74,22241.89,33918.08,31312.62
14,1/1/2019 0:00:00,47,1447XXRP,0,,10,45
14,6/25/2019 0:00:00,49,1449XXRP,11246.17,6690.47,16923.52,16486
14,5/20/2019 0:00:00,50,1450XXRP,2032,1941,3004,2730
14,7/13/2019 0:00:00,37,1487XXRP,22875.25,16361.8,19143.22,21402.69
14,12/10/2019 0:00:00,48,1498XXRP,24273.74,18099.1,20631.05,18615.95
15,1/15/2019 0:00:00,1,151XXRP,12239.38,23252.04,17391.31,9236.15
15,5/12/2019 0:00:00,2,152XXRP,27179.85,26463,26533.03,23617.57
15,3/12/2019 0:00:00,3,153XXRP,9494.42,8123.23,7991.87,7250.8
15,4/27/2019 0:00:00,4,154XXRP,11694.61,11681.97,11590.1,10720.36
15,5/21/2019 0:00:00,5,155XXRP,18851.63,20604.5,21255.71,14561.29
15,5/21/2019 0:00:00,6,156XXRP,4966.12,4309.34,6472.44,4009.95
15,12/6/2019 0:00:00,7,157XXRP,16505.87,16078.79,18624.11,14206.25
15,3/22/2019 0:00:00,8,158XXRP,23180.02,20920.04,21566.48,19743.83
15,10/6/2019 0:00:00,9,159XXRP,8757.41,9295.52,10889.09,8456.52
